,Unnamed: 0_src,MSD_src,form_src,eng_gloss_src,gitksan_gloss_src,morph_src,paradigm_i,Unnamed: 0_tgt,MSD_tgt,form_tgt,eng_gloss_tgt,gitksan_gloss_tgt,morph_tgt
966,508,ROOT,yooK,eat,yooK,yook̲,213,511,ROOT;TR;3.II,gubit,eat-TR-3.II,yooK-TR-3.II,gup-i-t
969,693,ROOT,Ganaa'w,fro,Ganaa'w,g̲anaa'w,360,694,ROOT;3.II,Ganaa'wt,frog-3.II,Ganaa'w-3.II,g̲anaa'w-t
970,694,ROOT;3.II,Ganaa'wt,frog-3.II,Ganaa'w-3.II,g̲anaa'w-t,360,693,ROOT,Ganaa'w,fro,Ganaa'w,g̲anaa'w
973,1277,ROOT;3PL.II,ayawaatxwdiit,shout-cry.I-3PL.II,aya-waatxw-3PL.II,aya-waatxw-diit,1023,1276,ROOT;3.II,ayawaatxwt,shout-cry.I-3.II,aya-waatxw-3.II,aya-waatxw-t
974,1276,ROOT;3.II,ayawaatxwt,shout-cry.I-3.II,aya-waatxw-3.II,aya-waatxw-t,1023,1277,ROOT;3PL.II,ayawaatxwdiit,shout-cry.I-3PL.II,aya-waatxw-3PL.II,aya-waatxw-diit
977,837,ROOT;TR;1SG.II,Xa'nii'y,hear.I-TR-1SG.II,Xa'ni-TR-1SG.II,x̲a'ni-i-'y,565,836,ROOT;3.II,Xa'nit,hear.I-3.II,Xa'ni-3.II,x̲a'ni-t
978,836,ROOT;3.II,Xa'nit,hear.I-3.II,Xa'ni-3.II,x̲a'ni-t,565,837,ROOT;TR;1SG.II,Xa'nii'y,hear.I-TR-1SG.II,Xa'ni-TR-1SG.II,x̲a'ni-i-'y
981,1057,ROOT;3.II,anwilt,NMLZ-be/do-3.II,an-wil-3.II,an-wil-t,763,1056,ROOT,anwil,NMLZ-be/do,an-wil,an-wil
982,1056,ROOT,anwil,NMLZ-be/do,an-wil,an-wil,763,1057,ROOT;3.II,anwilt,NMLZ-be/do-3.II,an-wil-3.II,an-wil-t
985,566,ROOT;3PL.II,Ge'ndiit,chew-3PL.II,Ge'n-3PL.II,g̲e'n-diit,269,565,ROOT,Ge'n,chew,Ge'n,g̲e'n
986,565,ROOT,Ge'n,chew,Ge'n,g̲e'n,269,566,ROOT;3PL.II,Ge'ndiit,chew-3PL.II,Ge'n-3PL.II,g̲e'n-diit
989,546,ROOT;3.II,gwelkwt,dry-3.II,gwelkw-3.II,gwelkw-t,242,544,ROOT,gwelkw,dry,gwelkw,gwelkw
990,544,ROOT,gwelkw,dry,gwelkw,gwelkw,242,546,ROOT;3.II,gwelkwt,dry-3.II,gwelkw-3.II,gwelkw-t
993,873,ROOT;TR;1SG.II,baGa'y,try.I-TR-1SG.II,baK-TR-1SG.II,bak̲-a-'y,599,871,ROOT;3.II,baKt,try.I-3.II,baK-3.II,bak̲-t
994,873,ROOT;TR;1SG.II,baGa'y,try.I-TR-1SG.II,baK-TR-1SG.II,bak̲-a-'y,599,870,ROOT,baK,try.I,baK,bak̲
995,871,ROOT;3.II,baKt,try.I-3.II,baK-3.II,bak̲-t,599,873,ROOT;TR;1SG.II,baGa'y,try.I-TR-1SG.II,baK-TR-1SG.II,bak̲-a-'y
997,871,ROOT;3.II,baKt,try.I-3.II,baK-3.II,bak̲-t,599,870,ROOT,baK,try.I,baK,bak̲
998,870,ROOT,baK,try.I,baK,bak̲,599,873,ROOT;TR;1SG.II,baGa'y,try.I-TR-1SG.II,baK-TR-1SG.II,bak̲-a-'y
999,870,ROOT,baK,try.I,baK,bak̲,599,871,ROOT;3.II,baKt,try.I-3.II,baK-3.II,bak̲-t
1002,1039,ROOT,simaa'y,CAUS1-berry,si-maa'y,si-maa'y,748,1040,ROOT;1PL.II,simaa'yi'm,CAUS1-berry-1PL.II,si-maa'y-1PL.II,si-maa'y-'m
1003,1040,ROOT;1PL.II,simaa'yi'm,CAUS1-berry-1PL.II,si-maa'y-1PL.II,si-maa'y-'m,748,1039,ROOT,simaa'y,CAUS1-berry,si-maa'y,si-maa'y
1006,74,ROOT,'wii,bi,'wii,'wii,21,75,ROOT;PL,'wiidaX,big.PL,'wiidaX.PL,'wiidax̲
1007,75,ROOT;PL,'wiidaX,big.PL,'wiidaX.PL,'wiidax̲,21,74,ROOT,'wii,bi,'wii,'wii
1010,434,ROOT;3.II,ayukwst,crest-3.II,ayukws-3.II,ayukws-t,171,436,ROOT;3PL.II,ayukwsdiit,crest-3PL.II,ayukws-3PL.II,ayukws-diit
1011,434,ROOT;3.II,ayukwst,crest-3.II,ayukws-3.II,ayukws-t,171,433,ROOT;ATTR,ayukwsim,crest-ATTR,ayukws-ATTR,ayukws-m
1012,434,ROOT;3.II,ayukwst,crest-3.II,ayukws-3.II,ayukws-t,171,432,ROOT,ayukws,crest,ayukws,ayukws
1013,436,ROOT;3PL.II,ayukwsdiit,crest-3PL.II,ayukws-3PL.II,ayukws-diit,171,434,ROOT;3.II,ayukwst,crest-3.II,ayukws-3.II,ayukws-t
1015,436,ROOT;3PL.II,ayukwsdiit,crest-3PL.II,ayukws-3PL.II,ayukws-diit,171,433,ROOT;ATTR,ayukwsim,crest-ATTR,ayukws-ATTR,ayukws-m
1016,436,ROOT;3PL.II,ayukwsdiit,crest-3PL.II,ayukws-3PL.II,ayukws-diit,171,432,ROOT,ayukws,crest,ayukws,ayukws
1017,433,ROOT;ATTR,ayukwsim,crest-ATTR,ayukws-ATTR,ayukws-m,171,434,ROOT;3.II,ayukwst,crest-3.II,ayukws-3.II,ayukws-t
1018,433,ROOT;ATTR,ayukwsim,crest-ATTR,ayukws-ATTR,ayukws-m,171,436,ROOT;3PL.II,ayukwsdiit,crest-3PL.II,ayukws-3PL.II,ayukws-diit
1020,433,ROOT;ATTR,ayukwsim,crest-ATTR,ayukws-ATTR,ayukws-m,171,432,ROOT,ayukws,crest,ayukws,ayukws
1021,432,ROOT,ayukws,crest,ayukws,ayukws,171,434,ROOT;3.II,ayukwst,crest-3.II,ayukws-3.II,ayukws-t
1022,432,ROOT,ayukws,crest,ayukws,ayukws,171,436,ROOT;3PL.II,ayukwsdiit,crest-3PL.II,ayukws-3PL.II,ayukws-diit
1023,432,ROOT,ayukws,crest,ayukws,ayukws,171,433,ROOT;ATTR,ayukwsim,crest-ATTR,ayukws-ATTR,ayukws-m
1026,1035,ROOT,ant'aahl,NMLZ-pick.berries,an-t'aahl,an-t'aahl,746,1036,ROOT;3.II,ant'aat,NMLZ-pick.berries-3.II,an-t'aahl-3.II,an-t'aahl-t
1027,1036,ROOT;3.II,ant'aat,NMLZ-pick.berries-3.II,an-t'aahl-3.II,an-t'aahl-t,746,1035,ROOT,ant'aahl,NMLZ-pick.berries,an-t'aahl,an-t'aahl
1030,785,ROOT;3.II,ayukwst,get.dressed-3.II,ayukws-3.II,ayukws-t,489,784,ROOT,ayukws,get.dressed,ayukws,ayukws
1031,784,ROOT,ayukws,get.dressed,ayukws,ayukws,489,785,ROOT;3.II,ayukwst,get.dressed-3.II,ayukws-3.II,ayukws-t
1034,296,ROOT;ATTR,'mesim,grow-ATTR,'mes-ATTR,'mes-m,100,297,ROOT;3.II,'mast,grow-3.II,'mes-3.II,'mas-t
1035,296,ROOT;ATTR,'mesim,grow-ATTR,'mes-ATTR,'mes-m,100,294,ROOT,'mas,grow,'mes,'mas
1036,296,ROOT;ATTR,'mesim,grow-ATTR,'mes-ATTR,'mes-m,100,299,ROOT;PL;ATTR,limXsim,grow.PL-ATTR,limXs.PL-ATTR,limx̲s-m
1037,297,ROOT;3.II,'mast,grow-3.II,'mes-3.II,'mas-t,100,296,ROOT;ATTR,'mesim,grow-ATTR,'mes-ATTR,'mes-m
1039,297,ROOT;3.II,'mast,grow-3.II,'mes-3.II,'mas-t,100,294,ROOT,'mas,grow,'mes,'mas
1040,297,ROOT;3.II,'mast,grow-3.II,'mes-3.II,'mas-t,100,299,ROOT;PL;ATTR,limXsim,grow.PL-ATTR,limXs.PL-ATTR,limx̲s-m
1041,294,ROOT,'mas,grow,'mes,'mas,100,296,ROOT;ATTR,'mesim,grow-ATTR,'mes-ATTR,'mes-m
1042,294,ROOT,'mas,grow,'mes,'mas,100,297,ROOT;3.II,'mast,grow-3.II,'mes-3.II,'mas-t
1044,294,ROOT,'mas,grow,'mes,'mas,100,299,ROOT;PL;ATTR,limXsim,grow.PL-ATTR,limXs.PL-ATTR,limx̲s-m
1045,299,ROOT;PL;ATTR,limXsim,grow.PL-ATTR,limXs.PL-ATTR,limx̲s-m,100,296,ROOT;ATTR,'mesim,grow-ATTR,'mes-ATTR,'mes-m
1046,299,ROOT;PL;ATTR,limXsim,grow.PL-ATTR,limXs.PL-ATTR,limx̲s-m,100,297,ROOT;3.II,'mast,grow-3.II,'mes-3.II,'mas-t
1047,299,ROOT;PL;ATTR,limXsim,grow.PL-ATTR,limXs.PL-ATTR,limx̲s-m,100,294,ROOT,'mas,grow,'mes,'mas
1050,380,ROOT,toost,belongings,toost,toost,151,381,ROOT;3PL.II,toosdiit,belongings-3PL.II,toost-3PL.II,toost-diit
1051,381,ROOT;3PL.II,toosdiit,belongings-3PL.II,toost-3PL.II,toost-diit,151,380,ROOT,toost,belongings,toost,toost
1054,450,ROOT,guslis,cross.child,guslis,guslis,174,451,ROOT;3PL.II,guslisdiit,cross.child-3PL.II,guslis-3PL.II,gwislis-diit
1055,451,ROOT;3PL.II,guslisdiit,cross.child-3PL.II,guslis-3PL.II,gwislis-diit,174,450,ROOT,guslis,cross.child,guslis,guslis
1058,31,ROOT;3.II,nekst,spouse-3.II,neks-3.II,neks-t,7,30,ROOT;ATTR,neksim,spouse-ATTR,neks-ATTR,neks-m
1059,31,ROOT;3.II,nekst,spouse-3.II,neks-3.II,neks-t,7,28,ROOT,neks,spouse,neks,neks
1060,30,ROOT;ATTR,neksim,spouse-ATTR,neks-ATTR,neks-m,7,31,ROOT;3.II,nekst,spouse-3.II,neks-3.II,neks-t
1062,30,ROOT;ATTR,neksim,spouse-ATTR,neks-ATTR,neks-m,7,28,ROOT,neks,spouse,neks,neks
1063,28,ROOT,neks,spouse,neks,neks,7,31,ROOT;3.II,nekst,spouse-3.II,neks-3.II,neks-t
1064,28,ROOT,neks,spouse,neks,neks,7,30,ROOT;ATTR,neksim,spouse-ATTR,neks-ATTR,neks-m
1067,68,ROOT;ATTR,loGa,rotten-ATTR,loK-ATTR,lok̲-a,17,67,ROOT,loK,rotten,loK,lok̲
1068,67,ROOT,loK,rotten,loK,lok̲,17,68,ROOT;ATTR,loGa,rotten-ATTR,loK-ATTR,lok̲-a
1071,588,ROOT;3.II,gipaykwt,fly-3.II,gipaykw-3.II,gipaykw-t,281,589,ROOT;3PL.II,gipaykwdiit,fly-3PL.II,gipaykw-3PL.II,gipaykw-diit
1072,588,ROOT;3.II,gipaykwt,fly-3.II,gipaykw-3.II,gipaykw-t,281,585,ROOT,gipaykw,fly,gipaykw,gipaykw
1073,589,ROOT;3PL.II,gipaykwdiit,fly-3PL.II,gipaykw-3PL.II,gipaykw-diit,281,588,ROOT;3.II,gipaykwt,fly-3.II,gipaykw-3.II,gipaykw-t
1075,589,ROOT;3PL.II,gipaykwdiit,fly-3PL.II,gipaykw-3PL.II,gipaykw-diit,281,585,ROOT,gipaykw,fly,gipaykw,gipaykw
1076,585,ROOT,gipaykw,fly,gipaykw,gipaykw,281,588,ROOT;3.II,gipaykwt,fly-3.II,gipaykw-3.II,gipaykw-t
1077,585,ROOT,gipaykw,fly,gipaykw,gipaykw,281,589,ROOT;3PL.II,gipaykwdiit,fly-3PL.II,gipaykw-3PL.II,gipaykw-diit
1080,416,ROOT,t'aX,lake,t'aX,t'ax̲,166,419,ROOT;3.II,t'aXt,lake-3.II,t'aX-3.II,t'ax̲-t
1081,419,ROOT;3.II,t'aXt,lake-3.II,t'aX-3.II,t'ax̲-t,166,416,ROOT,t'aX,lake,t'aX,t'ax̲
1084,1278,ROOT,hlgut'ihlxw,small-child.I,hlgu-t'ihlxw,hlgu-t'ihlxw,1024,1279,ROOT;1SG.II,gut'ihlxwi'y,small-child.I-1SG.II,hlgu-t'ihlxw-1SG.II,hlgu-t'ihlxw-'y
1085,1279,ROOT;1SG.II,gut'ihlxwi'y,small-child.I-1SG.II,hlgu-t'ihlxw-1SG.II,hlgu-t'ihlxw-'y,1024,1278,ROOT,hlgut'ihlxw,small-child.I,hlgu-t'ihlxw,hlgu-t'ihlxw
1088,481,ROOT,miyuxws,good.smell,miyuxws,miyuxws,195,482,ROOT;3.II,miyuxwst,good.smell-3.II,miyuxws-3.II,miyuxws-t
1089,482,ROOT;3.II,miyuxwst,good.smell-3.II,miyuxws-3.II,miyuxws-t,195,481,ROOT,miyuxws,good.smell,miyuxws,miyuxws
1092,815,ROOT;3.II,ts'u'wint,tip.I-3.II,ts'u'win-3.II,ts'u'win-t,549,814,ROOT,ts'u'win,tip.I,ts'u'win,ts'u'win
1093,814,ROOT,ts'u'win,tip.I,ts'u'win,ts'u'win,549,815,ROOT;3.II,ts'u'wint,tip.I-3.II,ts'u'win-3.II,ts'u'win-t
1096,826,ROOT;TR;3.II,ga'at,see.II-TR-3.II,ga'-TR-3.II,ga'-a-t,555,825,ROOT,ga',see.II,ga',ga'
1097,825,ROOT,ga',see.II,ga',ga',555,826,ROOT;TR;3.II,ga'at,see.II-TR-3.II,ga'-TR-3.II,ga'-a-t
1100,616,ROOT;3.II,sGoot,so.much-3.II,sGoo-3.II,sg̲oo-t,299,615,ROOT,sGoo,so.much,sGoo,sg̲oo
1101,615,ROOT,sGoo,so.much,sGoo,sg̲oo,299,616,ROOT;3.II,sGoot,so.much-3.II,sGoo-3.II,sg̲oo-t
1104,1107,ROOT,xsididaa'whl,out-COM-leave,xsi-di-daa'whl,xsi-di-daa'whl,827,1108,ROOT;3.II,xsididaa'whlt,out-COM-leave-3.II,xsi-di-daa'whl-3.II,xsi-di-daa'whl-t
1105,1108,ROOT;3.II,xsididaa'whlt,out-COM-leave-3.II,xsi-di-daa'whl-3.II,xsi-di-daa'whl-t,827,1107,ROOT,xsididaa'whl,out-COM-leave,xsi-di-daa'whl,xsi-di-daa'whl
1108,265,ROOT;PL,Gol,run.PL,Gol.PL,g̲ol,86,269,ROOT;PL;1PL.II,Goli'm,run.PL-1PL.II,Gol.PL-1PL.II,g̲ol-'m
1109,265,ROOT;PL,Gol,run.PL,Gol.PL,g̲ol,86,270,ROOT;PL;3PL.II,Goldiit,run.PL-3PL.II,Gol.PL-3PL.II,g̲ol-diit
1110,265,ROOT;PL,Gol,run.PL,Gol.PL,g̲ol,86,264,ROOT,baX,run,baX,bax̲
1111,265,ROOT;PL,Gol,run.PL,Gol.PL,g̲ol,86,266,ROOT;3.II,baXt,run-3.II,baX-3.II,bax̲-t
1112,269,ROOT;PL;1PL.II,Goli'm,run.PL-1PL.II,Gol.PL-1PL.II,g̲ol-'m,86,265,ROOT;PL,Gol,run.PL,Gol.PL,g̲ol
1114,269,ROOT;PL;1PL.II,Goli'm,run.PL-1PL.II,Gol.PL-1PL.II,g̲ol-'m,86,270,ROOT;PL;3PL.II,Goldiit,run.PL-3PL.II,Gol.PL-3PL.II,g̲ol-diit
1115,269,ROOT;PL;1PL.II,Goli'm,run.PL-1PL.II,Gol.PL-1PL.II,g̲ol-'m,86,264,ROOT,baX,run,baX,bax̲
1116,269,ROOT;PL;1PL.II,Goli'm,run.PL-1PL.II,Gol.PL-1PL.II,g̲ol-'m,86,266,ROOT;3.II,baXt,run-3.II,baX-3.II,bax̲-t
1117,270,ROOT;PL;3PL.II,Goldiit,run.PL-3PL.II,Gol.PL-3PL.II,g̲ol-diit,86,265,ROOT;PL,Gol,run.PL,Gol.PL,g̲ol
1118,270,ROOT;PL;3PL.II,Goldiit,run.PL-3PL.II,Gol.PL-3PL.II,g̲ol-diit,86,269,ROOT;PL;1PL.II,Goli'm,run.PL-1PL.II,Gol.PL-1PL.II,g̲ol-'m
1120,270,ROOT;PL;3PL.II,Goldiit,run.PL-3PL.II,Gol.PL-3PL.II,g̲ol-diit,86,264,ROOT,baX,run,baX,bax̲
1121,270,ROOT;PL;3PL.II,Goldiit,run.PL-3PL.II,Gol.PL-3PL.II,g̲ol-diit,86,266,ROOT;3.II,baXt,run-3.II,baX-3.II,bax̲-t
1122,264,ROOT,baX,run,baX,bax̲,86,265,ROOT;PL,Gol,run.PL,Gol.PL,g̲ol
1123,264,ROOT,baX,run,baX,bax̲,86,269,ROOT;PL;1PL.II,Goli'm,run.PL-1PL.II,Gol.PL-1PL.II,g̲ol-'m
1124,264,ROOT,baX,run,baX,bax̲,86,270,ROOT;PL;3PL.II,Goldiit,run.PL-3PL.II,Gol.PL-3PL.II,g̲ol-diit
1126,264,ROOT,baX,run,baX,bax̲,86,266,ROOT;3.II,baXt,run-3.II,baX-3.II,bax̲-t
1127,266,ROOT;3.II,baXt,run-3.II,baX-3.II,bax̲-t,86,265,ROOT;PL,Gol,run.PL,Gol.PL,g̲ol
1128,266,ROOT;3.II,baXt,run-3.II,baX-3.II,bax̲-t,86,269,ROOT;PL;1PL.II,Goli'm,run.PL-1PL.II,Gol.PL-1PL.II,g̲ol-'m
1129,266,ROOT;3.II,baXt,run-3.II,baX-3.II,bax̲-t,86,270,ROOT;PL;3PL.II,Goldiit,run.PL-3PL.II,Gol.PL-3PL.II,g̲ol-diit
1130,266,ROOT;3.II,baXt,run-3.II,baX-3.II,bax̲-t,86,264,ROOT,baX,run,baX,bax̲
1133,1,ROOT;3.II,ayooKt,law-3.II,ayooK-3.II,ayook̲-t,0,2,ROOT;1PL.II,ayooGa'm,law-1PL.II,ayooK-1PL.II,ayook̲-'m
1134,1,ROOT;3.II,ayooKt,law-3.II,ayooK-3.II,ayook̲-t,0,0,ROOT,ayooK,law,ayooK,ayook̲
1135,2,ROOT;1PL.II,ayooGa'm,law-1PL.II,ayooK-1PL.II,ayook̲-'m,0,1,ROOT;3.II,ayooKt,law-3.II,ayooK-3.II,ayook̲-t
1137,2,ROOT;1PL.II,ayooGa'm,law-1PL.II,ayooK-1PL.II,ayook̲-'m,0,0,ROOT,ayooK,law,ayooK,ayook̲
1138,0,ROOT,ayooK,law,ayooK,ayook̲,0,1,ROOT;3.II,ayooKt,law-3.II,ayooK-3.II,ayook̲-t
1139,0,ROOT,ayooK,law,ayooK,ayook̲,0,2,ROOT;1PL.II,ayooGa'm,law-1PL.II,ayooK-1PL.II,ayook̲-'m
1142,467,ROOT;1SG.II,nigwoodi'y,father-1SG.II,nigwoot-1SG.II,nigwoot-'y,184,463,ROOT,nigwoot,father,nigwoot,nigwoot
1143,467,ROOT;1SG.II,nigwoodi'y,father-1SG.II,nigwoot-1SG.II,nigwoot-'y,184,466,ROOT;3PL.II,nigwootdiit,father-3PL.II,nigwoot-3PL.II,nigwoot-diit
1144,463,ROOT,nigwoot,father,nigwoot,nigwoot,184,467,ROOT;1SG.II,nigwoodi'y,father-1SG.II,nigwoot-1SG.II,nigwoot-'y
1146,463,ROOT,nigwoot,father,nigwoot,nigwoot,184,466,ROOT;3PL.II,nigwootdiit,father-3PL.II,nigwoot-3PL.II,nigwoot-diit
1147,466,ROOT;3PL.II,nigwootdiit,father-3PL.II,nigwoot-3PL.II,nigwoot-diit,184,467,ROOT;1SG.II,nigwoodi'y,father-1SG.II,nigwoot-1SG.II,nigwoot-'y
1148,466,ROOT;3PL.II,nigwootdiit,father-3PL.II,nigwoot-3PL.II,nigwoot-diit,184,463,ROOT,nigwoot,father,nigwoot,nigwoot
1151,1290,ROOT,suuhlo'o,away.II-appear,suu-hlo'o,suu-hlo'o,1038,1291,ROOT;3PL.II,suuhlo'odiit,away.II-appear-3PL.II,suu-hlo'o-3PL.II,suu-hlo'o-diit
1152,1291,ROOT;3PL.II,suuhlo'odiit,away.II-appear-3PL.II,suu-hlo'o-3PL.II,suu-hlo'o-diit,1038,1290,ROOT,suuhlo'o,away.II-appear,suu-hlo'o,suu-hlo'o
1155,1234,ROOT;3PL.II,ayawaatxwdiit,shout-cry-3PL.II,aya-waatxw-3PL.II,aya-waatxw-diit,958,1232,ROOT,ayawaatxw,shout-cry,aya-waatxw,aya-waatxw
1156,1232,ROOT,ayawaatxw,shout-cry,aya-waatxw,aya-waatxw,958,1234,ROOT;3PL.II,ayawaatxwdiit,shout-cry-3PL.II,aya-waatxw-3PL.II,aya-waatxw-diit
1159,490,ROOT;PL;3PL.II,hishalaagaXdiit,laugh.PL-3PL.II,hishalaagaX.PL-3PL.II,hishalaagax̲-diit,201,487,ROOT,ts'ehlX,laugh,ts'ehlX,ts'ehlx̲
1160,490,ROOT;PL;3PL.II,hishalaagaXdiit,laugh.PL-3PL.II,hishalaagaX.PL-3PL.II,hishalaagax̲-diit,201,488,ROOT;PL,hishalaagaX,laugh.PL,hishalaagaX.PL,hishalaagax̲
1161,487,ROOT,ts'ehlX,laugh,ts'ehlX,ts'ehlx̲,201,490,ROOT;PL;3PL.II,hishalaagaXdiit,laugh.PL-3PL.II,hishalaagaX.PL-3PL.II,hishalaagax̲-diit
1163,487,ROOT,ts'ehlX,laugh,ts'ehlX,ts'ehlx̲,201,488,ROOT;PL,hishalaagaX,laugh.PL,hishalaagaX.PL,hishalaagax̲
1164,488,ROOT;PL,hishalaagaX,laugh.PL,hishalaagaX.PL,hishalaagax̲,201,490,ROOT;PL;3PL.II,hishalaagaXdiit,laugh.PL-3PL.II,hishalaagaX.PL-3PL.II,hishalaagax̲-diit
1165,488,ROOT;PL,hishalaagaX,laugh.PL,hishalaagaX.PL,hishalaagax̲,201,487,ROOT,ts'ehlX,laugh,ts'ehlX,ts'ehlx̲
1168,448,ROOT;PL;3.II,GaGoott,PL~heart-3.II,PL~Goot-3.II,CV~g̲oot-t,173,445,ROOT;3PL.II,Gootdiit,heart-3PL.II,Goot-3PL.II,g̲oot-diit
1169,448,ROOT;PL;3.II,GaGoott,PL~heart-3.II,PL~Goot-3.II,CV~g̲oot-t,173,442,ROOT,Goot,heart,Goot,g̲oot
1170,448,ROOT;PL;3.II,GaGoott,PL~heart-3.II,PL~Goot-3.II,CV~g̲oot-t,173,447,ROOT;1SG.II,Goodi'y,heart-1SG.II,Goot-1SG.II,g̲oot-'y
1171,448,ROOT;PL;3.II,GaGoott,PL~heart-3.II,PL~Goot-3.II,CV~g̲oot-t,173,443,ROOT;3.II,Goott,heart-3.II,Goot-3.II,g̲oot-t
1172,448,ROOT;PL;3.II,GaGoott,PL~heart-3.II,PL~Goot-3.II,CV~g̲oot-t,173,446,ROOT;2SG.II,Goodin,heart-2SG.II,Goot-2SG.II,g̲oot-n
1173,445,ROOT;3PL.II,Gootdiit,heart-3PL.II,Goot-3PL.II,g̲oot-diit,173,448,ROOT;PL;3.II,GaGoott,PL~heart-3.II,PL~Goot-3.II,CV~g̲oot-t
1175,445,ROOT;3PL.II,Gootdiit,heart-3PL.II,Goot-3PL.II,g̲oot-diit,173,442,ROOT,Goot,heart,Goot,g̲oot
1176,445,ROOT;3PL.II,Gootdiit,heart-3PL.II,Goot-3PL.II,g̲oot-diit,173,447,ROOT;1SG.II,Goodi'y,heart-1SG.II,Goot-1SG.II,g̲oot-'y
1177,445,ROOT;3PL.II,Gootdiit,heart-3PL.II,Goot-3PL.II,g̲oot-diit,173,443,ROOT;3.II,Goott,heart-3.II,Goot-3.II,g̲oot-t
1178,445,ROOT;3PL.II,Gootdiit,heart-3PL.II,Goot-3PL.II,g̲oot-diit,173,446,ROOT;2SG.II,Goodin,heart-2SG.II,Goot-2SG.II,g̲oot-n
1179,442,ROOT,Goot,heart,Goot,g̲oot,173,448,ROOT;PL;3.II,GaGoott,PL~heart-3.II,PL~Goot-3.II,CV~g̲oot-t
1180,442,ROOT,Goot,heart,Goot,g̲oot,173,445,ROOT;3PL.II,Gootdiit,heart-3PL.II,Goot-3PL.II,g̲oot-diit
1182,442,ROOT,Goot,heart,Goot,g̲oot,173,447,ROOT;1SG.II,Goodi'y,heart-1SG.II,Goot-1SG.II,g̲oot-'y
1183,442,ROOT,Goot,heart,Goot,g̲oot,173,443,ROOT;3.II,Goott,heart-3.II,Goot-3.II,g̲oot-t
1184,442,ROOT,Goot,heart,Goot,g̲oot,173,446,ROOT;2SG.II,Goodin,heart-2SG.II,Goot-2SG.II,g̲oot-n
1185,447,ROOT;1SG.II,Goodi'y,heart-1SG.II,Goot-1SG.II,g̲oot-'y,173,448,ROOT;PL;3.II,GaGoott,PL~heart-3.II,PL~Goot-3.II,CV~g̲oot-t
1186,447,ROOT;1SG.II,Goodi'y,heart-1SG.II,Goot-1SG.II,g̲oot-'y,173,445,ROOT;3PL.II,Gootdiit,heart-3PL.II,Goot-3PL.II,g̲oot-diit
1187,447,ROOT;1SG.II,Goodi'y,heart-1SG.II,Goot-1SG.II,g̲oot-'y,173,442,ROOT,Goot,heart,Goot,g̲oot
1189,447,ROOT;1SG.II,Goodi'y,heart-1SG.II,Goot-1SG.II,g̲oot-'y,173,443,ROOT;3.II,Goott,heart-3.II,Goot-3.II,g̲oot-t
1190,447,ROOT;1SG.II,Goodi'y,heart-1SG.II,Goot-1SG.II,g̲oot-'y,173,446,ROOT;2SG.II,Goodin,heart-2SG.II,Goot-2SG.II,g̲oot-n
1191,443,ROOT;3.II,Goott,heart-3.II,Goot-3.II,g̲oot-t,173,448,ROOT;PL;3.II,GaGoott,PL~heart-3.II,PL~Goot-3.II,CV~g̲oot-t
1192,443,ROOT;3.II,Goott,heart-3.II,Goot-3.II,g̲oot-t,173,445,ROOT;3PL.II,Gootdiit,heart-3PL.II,Goot-3PL.II,g̲oot-diit
1193,443,ROOT;3.II,Goott,heart-3.II,Goot-3.II,g̲oot-t,173,442,ROOT,Goot,heart,Goot,g̲oot
1194,443,ROOT;3.II,Goott,heart-3.II,Goot-3.II,g̲oot-t,173,447,ROOT;1SG.II,Goodi'y,heart-1SG.II,Goot-1SG.II,g̲oot-'y
1196,443,ROOT;3.II,Goott,heart-3.II,Goot-3.II,g̲oot-t,173,446,ROOT;2SG.II,Goodin,heart-2SG.II,Goot-2SG.II,g̲oot-n
1197,446,ROOT;2SG.II,Goodin,heart-2SG.II,Goot-2SG.II,g̲oot-n,173,448,ROOT;PL;3.II,GaGoott,PL~heart-3.II,PL~Goot-3.II,CV~g̲oot-t
1198,446,ROOT;2SG.II,Goodin,heart-2SG.II,Goot-2SG.II,g̲oot-n,173,445,ROOT;3PL.II,Gootdiit,heart-3PL.II,Goot-3PL.II,g̲oot-diit
1199,446,ROOT;2SG.II,Goodin,heart-2SG.II,Goot-2SG.II,g̲oot-n,173,442,ROOT,Goot,heart,Goot,g̲oot
1200,446,ROOT;2SG.II,Goodin,heart-2SG.II,Goot-2SG.II,g̲oot-n,173,447,ROOT;1SG.II,Goodi'y,heart-1SG.II,Goot-1SG.II,g̲oot-'y
1201,446,ROOT;2SG.II,Goodin,heart-2SG.II,Goot-2SG.II,g̲oot-n,173,443,ROOT;3.II,Goott,heart-3.II,Goot-3.II,g̲oot-t
1204,527,ROOT;3.II,t'ekwt,twist-3.II,t'ekw-3.II,t'ekw-t,222,526,ROOT,t'ekw,twist,t'ekw,t'ekw
1205,526,ROOT,t'ekw,twist,t'ekw,t'ekw,222,527,ROOT;3.II,t'ekwt,twist-3.II,t'ekw-3.II,t'ekw-t
1208,991,ROOT,an'ixw,NMLZ-line.fish,an-ixw,an-ixw,714,992,ROOT;3.II,an'ixwt,NMLZ-line.fish-3.II,an-ixw-3.II,an-ixw-t
1209,992,ROOT;3.II,an'ixwt,NMLZ-line.fish-3.II,an-ixw-3.II,an-ixw-t,714,991,ROOT,an'ixw,NMLZ-line.fish,an-ixw,an-ixw
