,MSD,form,eng_gloss,gitksan_gloss,morph,paradigm_i
0,ROOT,gi'namhlguuhlxw,give-child.II,gi'nam-hlguuhlxw,gi'nam-hlguuhlxw,1025
1,ROOT;ATTR,gi'namhlxum,give-child.II-ATTR,gi'nam-hlguuhlxw-ATTR,gi'nam-hlguuhlxw-m,1025
0,ROOT,aXalgaX,lack.I-speech,aX-algaX,ax̲-algax̲,1027
1,ROOT;1SG.II,aX'algaGa'y,lack.I-speech-1SG.II,aX-algaX-1SG.II,ax̲-algax̲-'y,1027
0,ROOT,gigeeni,place-upriver.I,gi-geeni,gi-geenix,1030
1,ROOT;3.II,gigeenixt,place-upriver.I-3.II,gi-geenix-3.II,gi-geenix-t,1030
0,ROOT,xhliiguu,all.over.II-take,xhlii-guu,xhlii-guu,1034
1,ROOT;3.II,xhliiguut,all.over.II-take-3.II,xhlii-guu-3.II,xhlii-guu-t,1034
0,ROOT,xsa'aKxw,out-attain.II,xsa-'aKxw,xsa-'ak̲xw,1036
1,ROOT;1SG.II,xsa'aKxwi'y,out-attain.II-1SG.II,xsa-'aKxw-1SG.II,xsa-'ak̲xw-'y,1036
0,ROOT,suuhlo'o,away.II-appear,suu-hlo'o,suu-hlo'o,1038
1,ROOT;3PL.II,suuhlo'odiit,away.II-appear-3PL.II,suu-hlo'o-3PL.II,suu-hlo'o-diit,1038
